"x"
0
7.84027777777737
7.86111111111131
7.93402777777737
9.26736111111131
12.9965277777774
17.9756944444443
25.0590277777774
28.0694444444443
29.9965277777774
33.895833333333
34.1319444444443
34.7048611111113
40.9965277777774
47.8701388888885
49.5173611111113
58.7465277777774
74.4833333333336
74.9340277777774
75.8923611111113
77.8923611111113
79.6006944444443
79.8090277777774
80.8506944444443
82.8402777777774
90.8923611111113
97.1006944444443
97.958333333333
98.9340277777774
100.084722222222
110.916666666667
111.392361111111
113.798611111111
115.621527777777
120.079861111111
121.881944444444
123.850694444444
125.809027777777
128.017361111111
128.809027777777
130.184027777777
130.990277777778
131.184027777777
140.725694444444
145.555555555556
149.559027777777
149.788194444444
149.954861111111
151.100694444444
158.475694444444
161.767361111111
162.225694444444
163.017361111111
163.934027777777
164.934027777777
166.30625
172.332638888889
172.663194444444
176.850694444444
178.475694444444
181.225694444444
182.190972222222
183.892361111111
184.184027777777
186.629166666667
186.954861111111
187.559027777777
188.309027777777
196.795138888889
198.378472222222
210.475694444444
213.100694444444
217.788194444444
220.809027777777
222.045138888889
224.684027777777
226.399305555556
230.746527777777
230.892361111111
234.871527777777
242.434027777777
246.038194444444
248.309027777777
254.975694444444
258.142361111111
259.788194444444
262.642361111111
269.258333333333
270.100694444444
288.184027777777
288.684027777777
288.767361111111
290.142361111111
292.059027777777
295.934027777777
302.934027777777
312.184027777777
321.767361111111
336.850694444444
341.850694444444
342.518055555555
343.975694444444
347.822916666667
353.215277777777
358.767361111111
360.392361111111
365.059027777777
365.142361111111
365.489583333333
377.996527777777
381.267361111111
385.246527777777
386.347222222222
387.197916666667
388.267361111111
390.017361111111
390.184027777777
390.715277777777
397.138888888889
400.861111111111
404.135416666667
405.267361111111
406.163194444444
413.184027777777
418.934027777777
419.225694444444
423.142361111111
427.850694444444
432.309027777777
433.027777777777
434.996527777777
437.352777777778
440.204861111111
440.746527777777
441.413194444444
441.559027777777
442.121527777777
443.017361111111
443.267361111111
451.184027777777
454.013888888889
464.934027777777
468.079861111111
469.475694444444
472.725694444444
472.809027777777
474.829861111111
478.225694444444
482.121527777777
483.647916666667
484.329861111111
492.010416666667
492.048611111111
493.934027777777
498.857638888889
498.975694444444
503.267361111111
503.809027777777
506.017361111111
512.059027777777
513.746527777777
519.988194444444
520.840277777777
523.302083333333
532.142361111111
533.954861111111
534.492361111111
534.704861111111
537.649305555556
538.350694444444
540.454861111111
540.850694444444
545.642361111111
546.017361111111
546.850694444444
555.174305555555
557.474999999999
559.850694444444
565.986111111111
567.309027777777
573.475694444444
575.392361111111
583.225694444444
584.975694444444
594.038194444444
599.975694444444
602.010416666667
605.100694444444
605.184027777777
606.267361111111
607.947916666667
608.975694444444
612.204861111111
616.975694444444
617.225694444444
631.225694444444
637.476388888889
639.350694444444
641.693055555555
646.975694444444
649.079861111111
657.517361111111
658.4375
658.972222222222
660.142361111111
669.454861111111
673.104861111111
676.100694444444
